,word,category,sentiment
4601,cemeteri,negative,-1
4602,pistol,negative,-1
4603,inclement,negative,-1
4604,disinfect,positive,1
4605,destruct,negative,-1
4606,unfinish,negative,-1
4607,sewerag,negative,-1
4608,detect,positive,1
4609,power,positive,1
4610,ineffect,negative,-1
4611,unattain,negative,-1
4612,demis,negative,-1
4613,delus,negative,-1
4614,grab,negative,-1
4615,cognit,positive,1
4616,bewild,negative,-1
4617,fast,negative,-1
4618,lazi,negative,-1
4619,tranquil,positive,1
4620,wicked,negative,-1
4621,sens,positive,1
4622,ire,negative,-1
4623,bark,negative,-1
4624,abras,negative,-1
4625,lawyer,negative,-1
4626,demon,negative,-1
4627,portabl,positive,1
4628,disgrac,negative,-1
4629,infidel,negative,-1
4630,damag,negative,-1
4631,opposit,negative,-1
4632,naiv,negative,-1
4633,committ,negative,-1
4634,plaintiff,negative,-1
4635,aga,positive,1
4636,forc,negative,-1
4637,sooth,positive,1
4638,casket,negative,-1
4639,aggressor,negative,-1
4640,aspir,positive,1
4641,pregnanc,negative,-1
4642,precari,negative,-1
4643,forego,positive,1
4644,discoveri,positive,1
4645,pariet,positive,1
4646,accurs,negative,-1
4647,exquisit,positive,1
4648,care,positive,1
4649,rest,positive,1
4650,cherri,positive,1
4651,aristocraci,positive,1
4652,hazard,negative,-1
4653,assist,positive,1
4654,grievanc,negative,-1
4655,believ,positive,1
4656,levi,negative,-1
4657,simplifi,positive,1
4658,flinch,negative,-1
4659,disingenu,negative,-1
4660,caution,negative,-1
4661,featur,positive,1
4662,phlegm,negative,-1
4663,sing,positive,1
4664,fertil,positive,1
4665,forbid,negative,-1
4666,kite,negative,-1
4667,commend,positive,1
4668,infirm,negative,-1
4669,blackjack,negative,-1
4670,unhappi,negative,-1
4671,stabl,positive,1
4672,invalid,negative,-1
4673,vulner,negative,-1
4674,grisli,negative,-1
4675,discuss,positive,1
4676,sensual,positive,1
4677,bacteria,negative,-1
4678,benevol,positive,1
4679,moder,positive,1
4680,anarchist,negative,-1
4681,depreci,negative,-1
4682,whiski,negative,-1
4683,offhand,negative,-1
4684,promin,positive,1
4685,splinter,negative,-1
4686,encourag,positive,1
4687,vicious,negative,-1
4688,scheme,negative,-1
4689,bound,negative,-1
4690,enslav,negative,-1
4691,vain,negative,-1
4692,alabast,positive,1
4693,love,positive,1
4694,brawl,negative,-1
4695,allevi,positive,1
4696,steril,negative,-1
4697,grumbl,negative,-1
4698,homosexu,negative,-1
4699,terror,negative,-1
4700,refin,positive,1
4701,weirdo,negative,-1
4702,accus,negative,-1
4703,generous,positive,1
4704,separatist,negative,-1
4705,nauseous,negative,-1
4706,casualti,negative,-1
4707,heinous,negative,-1
4708,incess,negative,-1
4709,ineff,positive,1
4710,unpredict,negative,-1
4711,bayonet,negative,-1
4712,abnorm,negative,-1
4713,obes,negative,-1
4714,imprud,negative,-1
4715,talon,negative,-1
4716,canker,negative,-1
4717,ambassador,positive,1
4718,possess,positive,1
4719,unjustifi,negative,-1
4720,hopeless,negative,-1
4721,thwart,negative,-1
4722,horror,negative,-1
4723,surmis,positive,1
4724,sever,negative,-1
4725,unwilling,negative,-1
4726,sad,negative,-1
4727,complaint,negative,-1
4728,wisdom,positive,1
4729,flake,negative,-1
4730,grave,negative,-1
4731,pillow,positive,1
4732,count,positive,1
4733,deni,negative,-1
4734,dumb,negative,-1
4735,coma,negative,-1
4736,misus,negative,-1
4737,skeptic,negative,-1
4738,mismanag,negative,-1
4739,unfortun,negative,-1
4740,attach,positive,1
4741,forfeit,negative,-1
4742,attent,positive,1
4743,progress,positive,1
4744,devot,positive,1
4745,gloss,positive,1
4746,honesti,positive,1
4747,leverag,positive,1
4748,polem,negative,-1
4749,trumpet,negative,-1
4750,exil,negative,-1
4751,humili,negative,-1
4752,full,positive,1
4753,tough,negative,-1
4754,moder,positive,1
4755,paragon,positive,1
4756,magnific,positive,1
4757,menac,negative,-1
4758,smile,positive,1
4759,excit,positive,1
4760,corpor,positive,1
4761,languid,negative,-1
4762,prejudici,negative,-1
4763,doubt,negative,-1
4764,injunct,negative,-1
4765,panic,negative,-1
4766,custom,positive,1
4767,playhous,positive,1
4768,hidden,negative,-1
4769,allegi,positive,1
4770,sli,negative,-1
4771,connoisseur,positive,1
4772,valuabl,positive,1
4773,conjur,negative,-1
4774,aggrav,negative,-1
4775,lick,negative,-1
4776,mettl,positive,1
4777,stripe,negative,-1
4778,modesti,positive,1
4779,joyous,positive,1
4780,manipul,negative,-1
4781,insidi,negative,-1
4782,speech,positive,1
4783,humbug,negative,-1
4784,inflict,negative,-1
4785,rivet,positive,1
4786,zealous,positive,1
4787,aton,positive,1
4788,fore,positive,1
4789,wizard,positive,1
4790,dole,negative,-1
4791,samurai,positive,1
4792,cheesecak,negative,-1
4793,presto,positive,1
4794,filthi,negative,-1
4795,entangl,negative,-1
4796,unruli,negative,-1
4797,sonar,positive,1
4798,leeway,positive,1
4799,breakfast,positive,1
4800,possess,negative,-1
4801,wealth,positive,1
4802,carnag,negative,-1
4803,peril,negative,-1
4804,irregular,negative,-1
4805,brighten,positive,1
4806,vindict,negative,-1
4807,witch,negative,-1
4808,heel,negative,-1
4809,abandon,negative,-1
4810,nurtur,positive,1
4811,alien,negative,-1
4812,lethal,negative,-1
4813,beautif,positive,1
4814,distress,negative,-1
4815,ornat,positive,1
4816,interdict,negative,-1
4817,tribul,negative,-1
4818,watchdog,positive,1
4819,remark,positive,1
4820,nonsens,negative,-1
4821,inspir,positive,1
4822,grim,negative,-1
4823,dissid,negative,-1
4824,gracious,positive,1
4825,carcinoma,negative,-1
4826,apach,negative,-1
4827,lyric,positive,1
4828,infect,negative,-1
4829,unfair,negative,-1
4830,status,positive,1
4831,litig,negative,-1
4832,problem,negative,-1
4833,expertis,positive,1
4834,disparag,negative,-1
4835,avoid,negative,-1
4836,clever,positive,1
4837,illustri,positive,1
4838,rigor,negative,-1
4839,fort,positive,1
4840,attain,positive,1
4841,bacterium,negative,-1
4842,rehabilit,positive,1
4843,condol,positive,1
4844,missionari,positive,1
4845,strip,negative,-1
4846,smash,negative,-1
4847,moral,positive,1
4848,epitom,positive,1
4849,feudal,negative,-1
4850,forerunn,positive,1
4851,depreci,negative,-1
4852,narcot,negative,-1
4853,carol,positive,1
4854,doubt,negative,-1
4855,dread,negative,-1
4856,disdain,negative,-1
4857,cyanid,negative,-1
4858,wonder,positive,1
4859,oversight,negative,-1
4860,livid,negative,-1
4861,demand,negative,-1
4862,vocabulari,positive,1
4863,auster,negative,-1
4864,reput,positive,1
4865,truth,positive,1
4866,resent,negative,-1
4867,disorgan,negative,-1
4868,caretak,positive,1
4869,exhort,positive,1
4870,illegitim,negative,-1
4871,forego,negative,-1
4872,exalt,positive,1
4873,embarrass,negative,-1
4874,congratulatori,positive,1
4875,mistrust,negative,-1
4876,interfer,negative,-1
4877,bomb,negative,-1
4878,arrear,negative,-1
4879,darl,positive,1
4880,animus,negative,-1
4881,amphetamin,negative,-1
4882,keyston,positive,1
4883,tower,positive,1
4884,civil,positive,1
4885,backward,negative,-1
4886,lunat,negative,-1
4887,lose,negative,-1
4888,horizon,positive,1
4889,antichrist,negative,-1
4890,regress,negative,-1
4891,agreeabl,positive,1
4892,cur,negative,-1
4893,sun,positive,1
4894,censor,negative,-1
4895,credenti,positive,1
4896,poison,negative,-1
4897,discretionari,positive,1
4898,snare,negative,-1
4899,terror,negative,-1
4900,precaut,positive,1
4901,unsaf,negative,-1
4902,famin,negative,-1
4903,restitut,positive,1
4904,enterpris,positive,1
4905,vision,positive,1
4906,chargeabl,negative,-1
4907,superflu,negative,-1
4908,hoot,negative,-1
4909,weari,negative,-1
4910,omit,negative,-1
4911,declin,negative,-1
4912,worship,positive,1
4913,vulgar,negative,-1
4914,splendor,positive,1
4915,reviv,positive,1
4916,report,positive,1
4917,polit,positive,1
4918,gush,negative,-1
4919,individu,positive,1
4920,sarcasm,negative,-1
4921,rabbl,negative,-1
4922,evolut,positive,1
4923,glori,positive,1
4924,merit,positive,1
4925,sensuous,positive,1
4926,cring,negative,-1
4927,tasteless,negative,-1
4928,presid,positive,1
4929,tipsi,negative,-1
4930,unkind,negative,-1
4931,goblin,negative,-1
4932,fault,negative,-1
4933,scrutin,negative,-1
4934,summon,negative,-1
4935,clarifi,positive,1
4936,geranium,positive,1
4937,bankrupt,negative,-1
4938,superior,positive,1
4939,aghast,negative,-1
4940,cushion,positive,1
4941,evict,negative,-1
4942,seren,positive,1
4943,unwav,positive,1
4944,unwel,negative,-1
4945,deni,negative,-1
4946,rack,negative,-1
4947,coward,negative,-1
4948,hate,negative,-1
4949,inexcus,negative,-1
4950,coron,positive,1
4951,absente,negative,-1
4952,defenseless,negative,-1
4953,offset,positive,1
4954,grandmoth,positive,1
4955,radiant,positive,1
4956,cheer,positive,1
4957,conveni,positive,1
4958,complement,positive,1
4959,rigor,negative,-1
4960,truth,positive,1
4961,upheav,negative,-1
4962,toxin,negative,-1
4963,shriek,negative,-1
4964,strip,negative,-1
4965,illog,negative,-1
4966,emancip,positive,1
4967,insignific,negative,-1
4968,chocol,positive,1
4969,savag,negative,-1
4970,malfeas,negative,-1
4971,fake,negative,-1
4972,stigma,negative,-1
4973,renounc,negative,-1
4974,heroic,positive,1
4975,detain,negative,-1
4976,firearm,negative,-1
4977,invad,negative,-1
4978,biblic,positive,1
4979,aton,positive,1
4980,madman,negative,-1
4981,enabl,positive,1
4982,renown,positive,1
4983,pile,negative,-1
4984,syncop,negative,-1
4985,ferment,negative,-1
4986,satur,negative,-1
4987,tether,negative,-1
4988,silk,positive,1
4989,chao,negative,-1
4990,cohes,positive,1
4991,erratum,negative,-1
4992,renown,positive,1
4993,lava,negative,-1
4994,occult,negative,-1
4995,payback,negative,-1
4996,damag,negative,-1
4997,reassur,positive,1
4998,abysm,negative,-1
4999,therapeut,positive,1
5000,beer,positive,1
5001,public,positive,1
5002,practis,positive,1
5003,elabor,positive,1
5004,humbl,positive,1
5005,stale,negative,-1
5006,uninspir,negative,-1
5007,fulli,positive,1
5008,sooth,positive,1
5009,lavish,positive,1
5010,asshol,negative,-1
5011,gambler,negative,-1
5012,pedigre,positive,1
5013,orc,negative,-1
5014,operat,negative,-1
5015,white,positive,1
5016,counselor,positive,1
5017,sore,negative,-1
5018,sneez,negative,-1
5019,trashi,negative,-1
5020,energet,positive,1
5021,bard,positive,1
5022,scientist,positive,1
5023,infring,negative,-1
5024,ill,negative,-1
5025,impart,positive,1
5026,morsel,negative,-1
5027,rheumat,negative,-1
5028,exacerb,negative,-1
5029,condon,positive,1
5030,farcic,negative,-1
5031,chuckl,positive,1
5032,advantag,positive,1
5033,goug,negative,-1
5034,slump,negative,-1
5035,ludicr,negative,-1
5036,ethic,positive,1
5037,mang,negative,-1
5038,ruth,positive,1
5039,glut,negative,-1
5040,humor,positive,1
5041,enslav,negative,-1
5042,intact,positive,1
5043,polio,negative,-1
5044,pestil,negative,-1
5045,bum,negative,-1
5046,inabl,negative,-1
5047,unchang,negative,-1
5048,tiresom,negative,-1
5049,inherit,positive,1
5050,chop,negative,-1
5051,disapprov,negative,-1
5052,glad,positive,1
5053,freedom,positive,1
5054,clearanc,positive,1
5055,leech,negative,-1
5056,babbl,negative,-1
5057,froth,negative,-1
5058,unabl,negative,-1
5059,prohibit,negative,-1
5060,bloat,negative,-1
5061,remiss,negative,-1
5062,definit,positive,1
5063,gentri,positive,1
5064,lifeblood,positive,1
5065,fixtur,positive,1
5066,latent,negative,-1
5067,crash,negative,-1
5068,remedi,positive,1
5069,cede,negative,-1
5070,vampir,negative,-1
5071,injustic,negative,-1
5072,resolut,positive,1
5073,pain,negative,-1
5074,starlight,positive,1
5075,verif,positive,1
5076,socialist,negative,-1
5077,justic,positive,1
5078,tardi,negative,-1
5079,woefulli,negative,-1
5080,wither,negative,-1
5081,erudit,positive,1
5082,blot,negative,-1
5083,guzzl,negative,-1
5084,store,positive,1
5085,dizzi,negative,-1
5086,advantag,positive,1
5087,cuckoo,negative,-1
5088,haven,positive,1
5089,alleg,negative,-1
5090,expuls,negative,-1
5091,legal,positive,1
5092,statu,positive,1
5093,eras,negative,-1
5094,subjug,negative,-1
5095,level,positive,1
5096,convinc,positive,1
5097,cessat,negative,-1
5098,resist,negative,-1
5099,bless,positive,1
5100,fervor,positive,1
5101,pioneer,positive,1
5102,celesti,positive,1
5103,treacher,negative,-1
5104,blunder,negative,-1
5105,affabl,positive,1
5106,unbroken,positive,1
5107,judici,positive,1
5108,puppi,positive,1
5109,faculti,positive,1
5110,apathi,negative,-1
5111,strand,negative,-1
5112,kudo,positive,1
5113,birch,negative,-1
5114,extermin,negative,-1
5115,exasper,negative,-1
5116,struggl,negative,-1
5117,wit,positive,1
5118,admir,positive,1
5119,holiday,positive,1
5120,acumen,positive,1
5121,mar,negative,-1
5122,thrill,positive,1
5123,pacif,positive,1
5124,distress,negative,-1
5125,artisan,positive,1
5126,unwelcom,negative,-1
5127,complic,negative,-1
5128,princess,positive,1
5129,joy,positive,1
5130,cleanli,positive,1
5131,thief,negative,-1
5132,dolor,negative,-1
5133,naughti,negative,-1
5134,absorb,positive,1
5135,beam,positive,1
5136,bier,negative,-1
5137,dust,negative,-1
5138,muddi,negative,-1
5139,unbias,positive,1
5140,skid,negative,-1
5141,exagger,negative,-1
5142,objection,negative,-1
5143,rejuven,positive,1
5144,compel,positive,1
5145,hoari,negative,-1
5146,quiver,negative,-1
5147,fraudul,negative,-1
5148,limp,negative,-1
5149,nightmar,negative,-1
5150,disqualifi,negative,-1
5151,unanim,positive,1
5152,decenc,positive,1
5153,sneak,negative,-1
5154,illicit,negative,-1
5155,offens,negative,-1
5156,open,positive,1
5157,worm,negative,-1
5158,hard,negative,-1
5159,hypocrit,negative,-1
5160,pleasur,positive,1
5161,coast,positive,1
5162,challeng,negative,-1
5163,flu,negative,-1
5164,disrupt,negative,-1
5165,stark,negative,-1
5166,sureti,positive,1
5167,vivaci,positive,1
5168,unsuccess,negative,-1
5169,juvenil,negative,-1
5170,piqu,negative,-1
5171,advent,positive,1
5172,exclus,negative,-1
5173,termin,negative,-1
5174,flee,negative,-1
5175,grotesqu,negative,-1
5176,inan,negative,-1
5177,conscienti,positive,1
5178,puriti,positive,1
5179,opinion,negative,-1
5180,darken,negative,-1
5181,malign,negative,-1
5182,bombard,negative,-1
5183,resumpt,positive,1
5184,root,positive,1
5185,marvel,positive,1
5186,useless,negative,-1
5187,subvers,negative,-1
5188,inflict,negative,-1
5189,imprison,negative,-1
5190,irrit,negative,-1
5191,birthplac,negative,-1
5192,scrambl,negative,-1
5193,palsi,negative,-1
5194,culprit,negative,-1
5195,crisp,negative,-1
5196,pornographi,negative,-1
5197,unsustain,negative,-1
5198,acknowledg,positive,1
5199,prolong,negative,-1
5200,soulmat,negative,-1
5201,brute,negative,-1
5202,fete,positive,1
5203,esprit,positive,1
5204,idiot,negative,-1
5205,instabl,negative,-1
5206,collus,negative,-1
5207,resign,negative,-1
5208,asylum,negative,-1
5209,neglect,negative,-1
5210,infin,positive,1
5211,unauthor,negative,-1
5212,sanguin,positive,1
5213,fain,positive,1
5214,admir,positive,1
5215,cater,positive,1
5216,unknown,negative,-1
5217,euthanasia,negative,-1
5218,cheer,positive,1
5219,familiar,positive,1
5220,music,positive,1
5221,minor,negative,-1
5222,persecut,negative,-1
5223,neglect,negative,-1
5224,murder,negative,-1
5225,resist,positive,1
5226,tributari,positive,1
5227,discreet,positive,1
5228,flow,positive,1
5229,complianc,positive,1
5230,horrifi,negative,-1
5231,throne,positive,1
5232,shake,negative,-1
5233,weak,negative,-1
5234,therapeut,positive,1
5235,dread,negative,-1
5236,sinist,negative,-1
5237,contempl,positive,1
5238,found,positive,1
5239,oaf,negative,-1
5240,excel,positive,1
5241,thresh,negative,-1
5242,cascad,positive,1
5243,dietari,positive,1
5244,expos,negative,-1
5245,stare,negative,-1
5246,pith,positive,1
5247,accomplish,positive,1
5248,pickl,negative,-1
5249,bland,negative,-1
5250,unmanag,negative,-1
5251,sunk,negative,-1
5252,neurosi,negative,-1
5253,throb,negative,-1
5254,snob,negative,-1
5255,uncar,negative,-1
5256,spoil,negative,-1
5257,shabbi,negative,-1
5258,knell,negative,-1
5259,egotist,negative,-1
5260,theoret,positive,1
5261,forsak,negative,-1
5262,enchant,positive,1
5263,swab,negative,-1
5264,torn,negative,-1
5265,oxid,negative,-1
5266,temptat,negative,-1
5267,support,positive,1
5268,articul,positive,1
5269,flabbi,negative,-1
5270,cigarett,negative,-1
5271,minim,negative,-1
5272,imposs,negative,-1
5273,eleg,positive,1
5274,despot,negative,-1
5275,infest,negative,-1
5276,dove,positive,1
5277,felon,negative,-1
5278,pornograph,negative,-1
5279,desert,negative,-1
5280,retaliatori,negative,-1
5281,delet,negative,-1
5282,vanquish,positive,1
5283,audac,negative,-1
5284,circumcis,positive,1
5285,offic,positive,1
5286,reclam,positive,1
5287,polish,positive,1
5288,screech,negative,-1
5289,uniti,positive,1
5290,premedit,negative,-1
5291,respect,positive,1
5292,allevi,positive,1
5293,robber,negative,-1
5294,despis,negative,-1
5295,guillotin,negative,-1
5296,villain,negative,-1
5297,inhuman,negative,-1
5298,expir,negative,-1
5299,smuggler,negative,-1
5300,command,positive,1
5301,settlor,positive,1
5302,prospect,positive,1
5303,vermin,negative,-1
5304,stroke,negative,-1
5305,nun,negative,-1
5306,spa,positive,1
5307,conclud,positive,1
5308,insecur,negative,-1
5309,mutil,negative,-1
5310,bereav,negative,-1
5311,present,positive,1
5312,republ,negative,-1
5313,chagrin,negative,-1
5314,fanfar,positive,1
5315,imit,negative,-1
5316,subdu,negative,-1
5317,amus,positive,1
5318,indol,negative,-1
5319,inquir,positive,1
5320,pose,negative,-1
5321,hashish,negative,-1
5322,isol,negative,-1
5323,land,positive,1
5324,duplic,negative,-1
5325,nectar,positive,1
5326,mediat,positive,1
5327,sweetheart,positive,1
5328,saber,negative,-1
5329,disqualif,negative,-1
5330,defam,negative,-1
5331,passion,positive,1
5332,encumbr,negative,-1
5333,intrus,negative,-1
5334,grievous,negative,-1
5335,commonwealth,positive,1
5336,flop,negative,-1
5337,leisur,positive,1
5338,chase,negative,-1
5339,harbing,negative,-1
5340,blister,negative,-1
5341,dissemin,positive,1
5342,enjoy,positive,1
5343,sermon,positive,1
5344,general,positive,1
5345,maximum,positive,1
5346,crime,negative,-1
5347,astonish,positive,1
5348,plagiar,negative,-1
5349,discontinu,negative,-1
5350,corpor,negative,-1
5351,manur,negative,-1
5352,love,positive,1
5353,lobbyist,negative,-1
5354,quiet,positive,1
5355,elat,positive,1
5356,boil,negative,-1
5357,task,positive,1
5358,intrus,negative,-1
5359,insuffici,negative,-1
5360,dilut,negative,-1
5361,confus,negative,-1
5362,sin,negative,-1
5363,seduct,negative,-1
5364,excit,positive,1
5365,aloha,positive,1
5366,bookish,positive,1
5367,prepar,positive,1
5368,unemploy,negative,-1
5369,neglig,negative,-1
5370,implic,negative,-1
5371,squatter,negative,-1
5372,suprem,positive,1
5373,core,positive,1
5374,insan,negative,-1
5375,earnest,positive,1
5376,erupt,negative,-1
5377,sunset,positive,1
5378,courteous,positive,1
5379,pastri,positive,1
5380,fanat,negative,-1
5381,drab,negative,-1
5382,cuddl,positive,1
5383,product,positive,1
5384,congruenc,positive,1
5385,conduc,positive,1
5386,disconnect,negative,-1
5387,raucous,negative,-1
5388,overload,negative,-1
5389,liar,negative,-1
5390,prolif,positive,1
5391,hunter,negative,-1
5392,wallow,negative,-1
5393,domin,negative,-1
5394,complet,positive,1
5395,lurch,negative,-1
5396,cooper,positive,1
5397,acid,negative,-1
5398,genuin,positive,1
5399,defamatori,negative,-1
5400,victor,positive,1
5401,imprison,negative,-1
5402,concentr,positive,1
5403,gazett,positive,1
5404,agil,positive,1
5405,conceal,negative,-1
5406,learn,positive,1
5407,buri,negative,-1
5408,courtesi,positive,1
5409,vertigo,negative,-1
5410,porno,negative,-1
5411,foolish,negative,-1
5412,taboo,negative,-1
5413,hamstr,negative,-1
5414,revolutionari,positive,1
5415,state,positive,1
5416,correct,negative,-1
5417,skip,negative,-1
5418,blasphemi,negative,-1
5419,loyal,positive,1
5420,bout,negative,-1
5421,retort,negative,-1
5422,candi,positive,1
5423,nepot,negative,-1
5424,sin,negative,-1
5425,delight,positive,1
5426,dock,negative,-1
5427,bless,positive,1
5428,doodl,negative,-1
5429,greed,negative,-1
5430,note,positive,1
5431,sweet,positive,1
5432,unsuit,negative,-1
5433,defianc,negative,-1
5434,grant,positive,1
5435,lawless,negative,-1
5436,unimpress,negative,-1
5437,fear,negative,-1
5438,rear,negative,-1
5439,sad,negative,-1
5440,confin,negative,-1
5441,dour,negative,-1
5442,loss,negative,-1
5443,celebr,positive,1
5444,foundat,positive,1
5445,derelict,negative,-1
5446,oppress,negative,-1
5447,homesick,negative,-1
5448,cranki,negative,-1
5449,aftertast,negative,-1
5450,equiti,positive,1
5451,tumult,negative,-1
5452,stupid,negative,-1
5453,upset,negative,-1
5454,attent,positive,1
5455,shambl,negative,-1
5456,unconstrain,positive,1
5457,spasm,negative,-1
5458,doldrum,negative,-1
5459,adapt,positive,1
5460,communiti,positive,1
5461,prejudic,negative,-1
5462,success,positive,1
5463,salutari,positive,1
5464,blight,negative,-1
5465,quaint,positive,1
5466,indefens,negative,-1
5467,truce,positive,1
5468,candid,positive,1
5469,endow,positive,1
5470,structur,positive,1
5471,schism,negative,-1
5472,annoy,negative,-1
5473,bandit,negative,-1
